property_name,bhk,areaWithType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,description,price_per_sqft,price
"5 BHK Apartment for Sale in Rajhans Altezza, Vesu Surat",5,Super Area,5900,New Property,Poss. by Mar '25,7,11,Unfurnished,East,"Signature homes that are created by passionate and trustworthy realtor make a difference. And for the discerning class, this very factor means a lot. Rajhans Altezza is one such vicinity that is built on the pillars of trust and ageold legacy. Breaking new ground in design and aesthetic, fulfilling the contemporary residential trend and facilitating highstandard amenities, Rajhans Realty presents 5  6 BHK homes at the most peaceful surrounding of Vesu. With seven residential towers in the premise, there is a scope of exclusivity, an air of ebullience.Read more",6898.0,4.07
4 BHK Apartment for Sale in Vesu Surat,4,Super Area,3500,New Property,Poss. by Mar '25,6,13,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,5714.0,2.0
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",4,Carpet Area,1925,New Property,Poss. by Dec '25,7,13,Unfurnished,North - East,Altra Luxurious 4 Bhk Flat For Sell In Vesu,5700.0,1.99
"5 BHK Apartment for Sale in Avadh Menorca, Vesu Surat",5,Super Area,5506,New Property,Poss. by Jun '27,NA,NA,Unfurnished,NA,"Multistorey Apartment for Sale in Vesu, Surat. Covered area is 5506.0  Sq-ft. This property belongs to ""Avadh Menorca"" .Read more",7000.0,3.85
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",3,Super Area,2600,New Property,Poss. by Jul '24,7,12,Unfurnished,East,,6200.0,1.61
"4 BHK Penthouse for Sale in Surya Signature, Vesu Surat",4,Super Area,5800,New Property,Poss. by Dec '24,6,18,Unfurnished,East,4 BHK Luxurious Pentahouse For Sell In Vesu .,9517.0,5.52
"4 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",4,Carpet Area,1925,New Property,Poss. by Dec '25,5,12,Unfurnished,North - East,"Check out Millionaires Lifestyle in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Millionaires Lifestyle. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",6500.0,2.27
"4 BHK Apartment for Sale in Rajhans Eronzza, Vesu Surat",4,Super Area,3350,New Property,Poss. by Dec '25,9,20,Unfurnished,East,"Inspired by Dubais impeccable architecture, presenting a 20storey spectacular residential address in New City Light, Surat for the elevated living. Dubbed as an enormous addition to Surats skyline, this staggering 4 BHK residential gem allows its residents to embrace everything enormous from space to experiences. Enriched with the best contemporary designs, Rajhans Eronzza offers a higher version of life where one can feel sheer luxury as long as your eyes can see From its imposing height to distinguished grandeur, from tranquil neighborhood to lavish spaces,believe it or not theres more..Read more",6418.0,2.15
5 BHK Apartment for Sale in Vesu Surat,5,Super Area,5000,New Property,Poss. by Mar '25,6,12,Unfurnished,South -West,5 BHK Luxurious Flat for Sell In Vesu Prime Location with All Modern Aminities.Read more,6000.0,3.0
"4 BHK Apartment for Sale in Avadh Onella, Dumas Road Surat",4,Super Area,3957,New Property,Poss. by Dec '26,NA,NA,Unfurnished,NA,"Multistorey Apartment for Sale in Dumas Road, Surat. Covered area is 3957.0  Sq-ft. This property belongs to ""Avadh Onella"" .Read more",4500.0,1.78
"4 BHK Apartment for Sale in White Wings Torrance, Vesu Surat",4,Super Area,3830,New Property,Ready to Move,6,12,Unfurnished,East,Luxurious Flat For Sell In Surat Citys Prime Area With all Aminities.Read more,6527.0,2.5
"4 BHK Apartment for Sale in Avadh Miliana, Vesu Surat",4,Super Area,5500,New Property,Poss. by Jun '24,6,13,Unfurnished,East,Luxurious Flat For Sale In Vesu Prime Area With All Luxurious Aminities .Read more,7200.0,3.96
"4 BHK Apartment for Sale in Sangini Evoq, Vesu Surat",4,Super Area,3800,New Property,Ready to Move,1,20,Unfurnished,North - East,"Sangini Evoq in Vesu, Surat is a readytomove housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences.Read more",6800.0,2.58
"4 BHK Apartment for Sale in Avadh Habitat, Dumas Road Surat",4,Super Area,3600,New Property,Poss. by Apr '25,10,12,Unfurnished,West,"Avadh Habitat is an ultimate reflection of the urban chic lifestyle located in Dumas Road opp Surat Airport, Surat. The project hosts in its lap exclusively designed Residential Apartments, each being an epitome of elegance and simplicity.Avadh Habitat comprises of 3 Bhk and 4 Bhk Apartments that are finely crafted and committed to provide houses with unmatched quality. The Apartments are spacious, well ventilated and Vastu compliant.Read more",4500.0,1.62
4 BHK Apartment for Sale in Vesu Surat,4,Super Area,5000,New Property,Poss. by Mar '25,6,13,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,6000.0,3.0
"4 BHK Apartment for Sale in The Atmosphere Serene, Vesu Surat",4,Carpet Area,1733,New Property,Poss. by Oct '25,13,19,Unfurnished,East,"This 4 bhk flat is located in Atmosphere Serene, which houses some of the most spacious apartments in vesu, surat. The apartment is east Facing. The apartment occupies a super built up area of 3150 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and 2 balconies. The apartment building has a total of 19 floors and this property is situated on 13th floor. As the property is currently under construction, you can expect to get the possession by 2025. Atmosphere Serene provide modern facilities such visitor parking, park, fitness center  gym, swimming pool, club house community center, etc.Read more",6508.0,2.05
"4 BHK Apartment for Sale in Atlanta Eliza, Vesu Surat",4,Super Area,4350,New Property,Poss. by Jul '24,7,12,Unfurnished,East,,7800.0,3.39
"4 BHK Apartment for Sale in The Ultima, Vesu Surat",4,Super Area,3400,New Property,Poss. by Jun '24,5,13,Unfurnished,East,Luxurious Flat For Sale In Vesu Prime Area With All Luxurious Aminities .Read more,5912.0,2.01
"4 BHK Apartment for Sale in Rajhans Kronis, Vesu Surat",4,Carpet Area,2640,New Property,Poss. by Dec '25,10,11,Unfurnished,South - East,"Check out Rajhans Kronis in Vesu, one of the upcoming underconstruction housing societies in Surat. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",7391.0,3.54
"4 BHK Apartment for Sale in Bblossom The Presidency, VIP Road Surat",4,Super Area,3400,New Property,Poss. by Dec '26,5,12,Unfurnished,East,"Check out SL Bblossom The Presidency in Vesu, one of the upcoming underconstruction housing societies in Surat. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",5294.0,1.8
"5 BHK Penthouse for Sale in Atlanta Eliza, Vesu Surat",5,Super Area,6800,New Property,Poss. by Jul '24,12,12,Unfurnished,East,,8125.0,5.52
"4 BHK Apartment for Sale in Atlanta Eliza, Vesu Surat",4,Super Area,4200,New Property,Poss. by Jun '24,7,13,Unfurnished,East,Luxurious Flat For Sell With Prime Location And Ultra Luxurious Aminities .Read more,7381.0,3.1
"5 BHK Apartment for Sale in Rajhans Kronis, Vesu Surat",5,Carpet Area,3163,New Property,Poss. by Dec '25,7,11,Unfurnished,North - East,"This housing society has multiple property options to offer, in varied price range, making it one of the most suitable address to own, that too in your budget.Read more",7391.0,4.24
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",4,Super Area,3600,New Property,Poss. by Dec '27,8,13,Unfurnished,East,These Splendid saces are located among alluring greeneries and secured premisesAim to Redeine a new Dimension Of Luxury and Relaxation.Read more,5694.0,2.05
"4 BHK Apartment for Sale in Roongta Estella, Vesu Surat",4,Super Area,4000,New Property,Poss. by Jul '24,7,12,Unfurnished,East,4 BHK Luxurious Flat For Sell In Vesu Prime Location .Contact For More Details .Read more,7300.0,2.92
"5 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",5,Super Area,6200,New Property,Poss. by Jun '24,6,13,Unfurnished,East,5 BHK Luxurious Flat For Sell In Vesu Area .Contact For More Details .Read more,7500.0,4.65
"3 BHK Apartment for Sale in Sangini Nirvana, Vesu Surat",3,Carpet Area,1595,New Property,Poss. by Dec '25,10,10,Unfurnished,North - West,"Check out Sangini Nirvana in Vesu, one of the upcoming underconstruction housing societies in Surat. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",6200.0,1.79
"4 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",4,Super Area,3113,New Property,Poss. by Dec '24,8,14,Unfurnished,East,"Millionaires Lifestyle in Vesu, Surat is a ready to move residential project . The project offers meticulously designed 4 BHK FlatsApartments in Vesu, Surat for comfortable  peaceful living. The project is developed by Shreeji Develoupers  Milestone Reality.Read more",6521.0,2.03
"5 BHK Apartment for Sale in Unison Crest, Vesu Surat",5,Super Area,5700,New Property,Poss. by Aug '24,5,12,Unfurnished,South -West,,6600.0,3.76
"4 BHK Apartment for Sale in Rajhans Cremona, Vesu Surat",4,Super Area,4100,New Property,Poss. by Jun '24,7,13,Unfurnished,East,,6488.0,2.66
"4 BHK Apartment for Sale in Sangini Arise, Bharthana Surat",4,Super Area,4100,New Property,Ready to Move,1,18,Unfurnished,North - West,"Check out Sangini Arise in Bharthana, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Sangini Arise.Read more",7000.0,2.87
"4 BHK Apartment for Sale in Agastya, Vesu Surat",4,Super Area,3550,New Property,Poss. by Dec '26,8,12,Unfurnished,East,"Agastya resembles the luxury living standards like never before. It is precisely created and curated with every element that creates a mark of its own. Agastya is alot more than just a mere 4bhk apartment, it is a home that brings peace, divinity and comfort. It is little more than luxury and helps you experience a life beyond basic.Agastya is the ideal way of living.Read more",6958.0,2.47
4 BHK Apartment for Sale in Dumas Road Surat,4,Super Area,3600,New Property,Poss. by Mar '25,5,12,Unfurnished,East,3 To 5 Bhk Flat And Pentahouse for Sell In Dumas Road Prime Area With All Luxurious Aaminities.Read more,5000.0,1.8
"4 BHK Apartment for Sale in The Atmosphere Serene, Vesu Surat",4,Super Area,3810,New Property,Poss. by Jul '24,5,13,Unfurnished,East,,6191.0,2.35
"4 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",4,Super Area,3693,New Property,Poss. by Jun '24,8,13,Unfurnished,East,,5497.0,2.03
"4 BHK Apartment for Sale in Happy Astoria, Vesu Surat",4,Super Area,3000,New Property,Poss. by Nov '28,5,12,Unfurnished,East,"Looking for a 4 bhk property for sale in surat Buy this 4 bhk flat in dmd park that is situated in vesu, surat. The flat is southFacing. Constructed on a super built up area of 3000 sq.Ft., the flat comprises 4 bedrooms, 4 bathrooms and 1 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor. This residential property is still under construction and will be available for possession by november 2028Read more",6200.0,1.86
"3 BHK Apartment for Sale in Sangini Nirvana, Vesu Surat",3,Super Area,2650,New Property,Poss. by Dec '24,7,13,Unfurnished,East,"Standing Round The Corner At The Intersection Of 150 Ft. Wide VIP Road  60 Ft. Wide N. M. Mavani Road, Sangini Nirvana Is A Landmark Of Grandeur Living Space.Coined As Easy Connectivity, Sangini Nirvana Resides At A Prominent Location Offering You Leisure And Convenience. Aligned As A Connection To The Highway, It Also Stands Close To The City Satisfying Daily Lifestyle And Commercial Needs Within The Proximity Of 6 km.Witness Your Dreams Unfold At Sangini NirvanaRead more",6302.0,1.67
5 BHK Penthouse for Sale in Dumas Road Surat,5,Super Area,6800,New Property,Poss. by Mar '25,11,12,Unfurnished,East,3 To 5 Bhk Flat And Pentahouse for Sell In Dumas Road Prime Area With All Luxurious Aaminities.Read more,5200.0,3.53
"5 BHK Apartment for Sale in Surya Signature, Vesu Surat",5,Super Area,5124,New Property,Poss. by Jul '24,7,12,Unfurnished,East,Luxurious Flat For Sell in Vesu with all aminities.,6800.0,3.48
3 BHK Apartment for Sale in Vesu Surat,3,Super Area,2750,New Property,Poss. by Jan '25,5,12,Unfurnished,South -West,"3 ,4 And 5 BHK Luxurious Flat For sell With Well Known Builder Project In Vesu Prime Locations.Read more",6300.0,1.73
"4 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",4,Super Area,3500,New Property,Poss. by Dec '26,5,12,Unfurnished,East,"he beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 247 water supply for its residents.Read more",6500.0,2.27
"4 BHK Apartment for Sale in Rajhans Royalton, Vesu Surat",4,Super Area,5500,Resale,Ready to Move,9,13,Unfurnished,East,"A 4 bedroom resale flat, located in vesu, surat, is available. It is an under construction unfurnished flat located in rajhans royalton. Situated in a prominent locality. Aesthetically designed with vitrified flooring, this property has 4 bathrooms. The flat faces the east direction and has a good view of the locality. The flat is a freehold property and has a super builtUp area of 5500 sq. Ft. The flat is located in a gated society and offers good security. It offers a number of important facilities like fitness centregym, intercom facility, lifts, swimming pool, park,etc...Read more",6364.0,3.5
4 BHK Apartment for Sale in Vesu Surat,4,Super Area,3000,New Property,Poss. by Mar '25,8,12,Unfurnished,East,,5700.0,1.71
"4 BHK Apartment for Sale in Freedom Tower, Vesu Surat",4,Super Area,3047,New Property,Poss. by Aug '24,7,12,Unfurnished,East,4 BHK Luxurious Flat For Sell In Vesu Prime Area. Contact For More Details.Read more,5931.0,1.8
"4 BHK Apartment for Sale in The Atmosphere Serene, Vesu Surat",4,Super Area,3800,New Property,Poss. by Jan '25,5,12,Unfurnished,South -West,Luxurious Flat For Sell In Vesu Prime Area With All Aminities .,6490.0,2.46
"4 BHK Apartment for Sale in Samprati Palace, Vesu Surat",4,Carpet Area,2090,New Property,Ready to Move,5,12,Unfurnished,North - East,"Samprati palace is one of the most popular destination for buying apartments in vesu, surat. You too can be a part of this society by purchasing this 4 bhk flat here. The apartment is northEastFacing. The apartment occupies a super built up area of 3800 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. This flat is situated on the 4th floor of this 12 floor tall residential building. As the property is currently under construction, you can expect to get the possession by 2024. Moreover, this property offers close proximity to important landmarks such as close to schoolRead more",6500.0,2.47
"4 BHK Apartment for Sale in Rajhans Cremona, Vesu Surat",4,Super Area,4100,New Property,Ready to Move,10,12,Unfurnished,West,"What inspired truly is the Cremona province of Italy. Wellknown for crafting outlandish violins, the city of Cremona is very much a driving force behind creating Rajhans Cremona, a marvelous residential structure which allows its residents to tune into coveted luxury. Located at the most highclass neighborhood in Vesu, Rajhans Cremona 4BHK homes are not just four walls but style statements  big, bold and breathtaking. With the availability of all modern amenities, homes at Rajhans Cremona are like a dip in the ocean of luxury and comfort.Read more",7000.0,2.87
"6 BHK Penthouse for Sale in Roongta Estella, Vesu Surat",6,Super Area,7500,New Property,Poss. by Mar '25,11,12,Unfurnished,East,Luxurious Pentahouse For Sell In Vesu Prime Location with All Aminities.Read more,8500.0,6.37
"4 BHK Apartment for Sale in The Ultima, Vesu Surat",4,Super Area,3400,New Property,Poss. by Jul '24,5,13,Unfurnished,East,,6000.0,2.04
"4 BHK Apartment for Sale in The Atmosphere Serene, Vesu Surat",4,Super Area,3100,New Property,Poss. by Jan '25,5,12,Unfurnished,South -West,4 BHK Luxurious Flat For Sell In Vesu Prime Area With All Aminities.Read more,6490.0,2.01
3 BHK Apartment for Sale in Vesu Surat,3,Super Area,2780,New Property,Ready to Move,5,16,Unfurnished,South -West,Rajhans Zorista provides 3  4 BHK Flats in the best locality of surat.Read more,6000.0,1.66
"7 BHK Penthouse for Sale in Roongta Estella, Vesu Surat",7,Carpet Area,4675,New Property,Poss. by Mar '25,12,12,Unfurnished,East,,8500.0,7.22
"5 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",5,Super Area,5000,New Property,Ready to Move,6,12,Unfurnished,East,5 BHK Luxurious Flat For Sell In Vesu Prime Area,8000.0,4.0
"4 BHK Apartment for Sale in Milestone Regalia, Vesu Surat",4,Carpet Area,2800,New Property,Poss. by Dec '24,6,12,Unfurnished,South -West,4 BHK Luxurious Flat For Sell In Vesu Prime Area with Ultra Luxurious Aminities.Read more,6000.0,1.92
4 BHK Apartment for Sale in Vesu Surat,4,Carpet Area,1925,New Property,Ready to Move,5,16,Unfurnished,South - East,Rajhans Zorista Offers 3  4 BHK Flats in a very posh locailty of surat.Read more,6000.0,2.1
"4 BHK Apartment for Sale in Freedom Tower, Vesu Surat",4,Carpet Area,1675,New Property,Poss. by Apr '25,8,13,Unfurnished,East,4bhk luxurious flet for sell with all amenities.,5930.0,1.8
"4 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",4,Super Area,4000,New Property,Ready to Move,8,12,Unfurnished,East,4 BHK Luxurious Flat For Sell In Vesu Prime Area.,8000.0,3.2
"4 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",4,Super Area,3275,New Property,Poss. by Dec '24,4,12,Unfurnished,East,4 bhk flat for salepool gardenpark main road property.,6660.0,2.18
"4 BHK Apartment for Sale in Agastya, Vesu Surat",4,Super Area,3500,New Property,Poss. by Dec '25,5,10,Unfurnished,North - East,"Agastya resembles the luxury living standards like never before. It is precisely created and curated with every element that creates a mark of its own. Agastya is alot more than just a mere 4bhk apartment, it is a home that brings peace, divinity and comfort. It is little more than luxury and helps you experience a life beyond basic.Read more",6700.0,2.34
"5 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat",5,Carpet Area,2393,New Property,Ready to Move,8,12,Unfurnished,East,4351sqft to 5801sqft ultra luxurious property for sell with all morden amenities.Read more,7200.0,3.13
"5 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",5,Super Area,6000,New Property,Ready to Move,6,12,Furnished,East,5 BHK Luxurious Flat For Sell In Vesu Prime Area,8000.0,4.8
"3 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",3,Super Area,3425,New Property,Poss. by Dec '24,5,12,Unfurnished,East,4 bhk flat for sale vip road vesu with All Aminities .,6600.0,2.26
"4 BHK Apartment for Sale in Surya Signature, Vesu Surat",4,Super Area,4000,New Property,Poss. by Dec '25,5,20,Unfurnished,South - East,"Check out Surya Signature in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Surya Signature. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",7000.0,2.8
"6 BHK Penthouse for Sale in The Boulevard Homes, Dumas Road Surat",6,Carpet Area,4730,New Property,Poss. by Sep '25,10,11,Unfurnished,East,Luxurious penthouse with luxurious facility.,5000.0,4.3
"6 BHK Apartment for Sale in Avadh Classima, Rundh Surat",6,Super Area,9000,New Property,Poss. by Apr '25,7,12,Unfurnished,South -West,5 And 6 BHK Ultra Luxurious Flat For Sell .River View Option Available .Contact for More Details.Read more,8500.0,7.65
"4 BHK Apartment for Sale in Milestone Pristine, Vesu Surat",4,Carpet Area,2340,New Property,Poss. by Nov '24,5,12,Unfurnished,South -West,3 And 4 BHK Luxurious Flat For Sell In Vesu Prime Area With All Aminities .Read more,7000.0,3.92
"5 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",5,Carpet Area,3025,New Property,Poss. by Dec '25,5,10,Unfurnished,South - East,"Multistorey apartment is available for sale. For those looking to buy a residential property, here comes one of the choicest offerings in Surat, at Vesu. Brought to you by Vee Aar Life Space LLP, Vee Sangini Siddhanta is among the newest addresses for homebuyers. This is an under construction project right now, and is expected to be delivered by Jun, 2027. It has a variety of options to choose from that too in a varied budget range.Read more",8018.0,4.41
"5 BHK Apartment for Sale in Green Valley, Bharthana Surat",5,Super Area,5553,New Property,Ready to Move,7,13,Unfurnished,East,5 bhk luxurious flets for sell redy to move.,7470.0,4.14
"3 BHK Apartment for Sale in KPM Terra Prime, Piplod Surat",3,Super Area,3000,New Property,Poss. by Jul '24,7,13,Unfurnished,East,,8500.0,2.55
"5 BHK Apartment for Sale in SURYA GREEN SPACES, Vesu Surat",5,Super Area,4500,New Property,Poss. by Sep '24,4,12,Unfurnished,East,Luxurious Flat For Sell In Vesu Prime Area With All Aminities.,7200.0,3.24
"4 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",4,Carpet Area,2200,New Property,Poss. by Dec '25,5,11,Unfurnished,North - East,"HOMECOMING REDEFINED AT SANGINI SIDDHANTAWith a perfect blend of living and lively spaces, Sangini Siddhanta promises to take your lifestyle graph a notch higher. Standing tall in the midst of lush green landscapes, Sangini Siddhanta offers uninterrupted views of the most iconic monument of the city.Read more",8025.0,3.21
"4 BHK Apartment for Sale in Atlanta Eliza, Vesu Surat",4,Carpet Area,2282,New Property,Ready to Move,6,18,Unfurnished,East,4bhk luxurious flet for sell with all amenities.,7791.0,3.23
"4 BHK Apartment for Sale in Veer Supremus, Pal Surat",4,Super Area,4500,New Property,Poss. by Jul '24,5,13,Unfurnished,East,Luxurious Flat For Sell In Surat City Prime Area With All Aminities.Read more,5756.0,2.59
"6 BHK Penthouse for Sale in SURYA GREEN SPACES, Vesu Surat",6,Super Area,8000,New Property,Poss. by Oct '24,12,12,Unfurnished,East,Luxurious Pentahouse For Sell In Vesu Prime Area With All Aminities.Read more,5400.0,4.32
"5 BHK Apartment for Sale in Surya Signature, Vesu Surat",5,Super Area,5000,New Property,Poss. by Dec '24,5,20,Unfurnished,East,"Situated in vesu, surat, dmd park is a well planned society that offers a pleasant living experience to its residents. This 5 bhk flat in surat is your opportunity to be a part of this community. The flat is facing the northEast direction. The flat is over 5000 sq.Ft. Super built up area and comes with 5 bedrooms, 5 bathrooms and 1 balconies. This flat lies on the 5th level of a 20 storey building. This residential property is still under construction and will be available for possession by december 2024.Read more",7000.0,3.5
"5 BHK Apartment for Sale in Shaligram The Emerald, Vesu Surat",5,Carpet Area,2824,New Property,Poss. by Apr '25,8,11,Unfurnished,East,5135 sqft to 6443 sqft 5bhk lururious flet available.,6885.0,3.53
"5 BHK Apartment for Sale in Casa Rivera, Adajan Surat",5,Super Area,4967,New Property,Ready to Move,8,19,Unfurnished,East,5 BHK Ulta Luxurious Flat In Adajan Pal Area With All Aminities.Also Exist Servent Room And 4 Car ParkingRead more,8000.0,3.97
4 BHK Apartment for Sale in Vesu Surat,4,Super Area,3800,New Property,Poss. by Jan '25,5,12,Unfurnished,South -West,"3 ,4 And 5 BHK Luxurious Flat For sell With Well Known Builder Project In Vesu Prime Locations.Read more",6300.0,2.39
"4 BHK Apartment for Sale in Surya Signature, Vesu Surat",4,Super Area,4000,New Property,Poss. by Dec '24,5,20,Unfurnished,East,"The beautifully designed Italian  flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 247 water supply for its residents.Read more",7125.0,2.85
4 BHK Apartment for Sale in Dumas Road Surat,4,Super Area,4500,New Property,Poss. by Sep '24,7,12,Unfurnished,South -West,4 bhk luxurious flat for sell in dumas road area with all aminities.Read more,4489.0,2.02
"4 BHK Apartment for Sale in Universal Homes, Adajan Surat",4,Super Area,3100,New Property,Poss. by Jul '25,5,12,Unfurnished,South -West,3 And 4 BHK Luxurious Flat For Sell With All Aminities.,6000.0,1.86
"5 BHK Apartment for Sale in Avadh Bertina, Vesu Surat",5,Carpet Area,3200,New Property,Ready to Move,10,12,Unfurnished,South -West,"Near aagam shopping center,vesu canal road ,surat.",6300.0,3.59
"5 BHK Penthouse for Sale in Aakash Enjoy, Vesu Surat",5,Super Area,6500,New Property,Ready to Move,6,12,Unfurnished,North,"Aakash Enjoy in Vesu, Surat is a readytomove housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences.Read more",5000.0,3.25
4 BHK Apartment for Sale in Vesu Surat,4,Super Area,3600,New Property,Poss. by Mar '25,6,13,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,6000.0,2.16
"4 BHK Apartment for Sale in KPM Terra Prime, Piplod Surat",4,Super Area,5175,New Property,Poss. by Jul '24,7,13,Unfurnished,East,,8500.0,4.39
"4 BHK Apartment for Sale in Roongta Estella, Vesu Surat",4,Carpet Area,2200,New Property,Ready to Move,6,12,Unfurnished,East,4 BHK Luxurious Flat For Sell in Vesu With All Aminities.Contact For More Details .Read more,7300.0,2.92
"5 BHK Apartment for Sale in Expressions, VIP Road Surat",5,Super Area,9450,Resale,Ready to Move,7,19,Unfurnished,North - East,"Located in the popular residential address of vip road vesu , surat, aakash expressions is one of the most preferred destination for apartments in surat. This 5 bhk flat is your ticket to be a part of this community. Containing 5 bedrooms, 5 bathrooms and 1 balcony, this flat is spread over a super built up area of 5701 sq.Ft. The flat has a total of 19 floors and this property is situated on 6th floor. This 15 years old property is available for immediate possession as the project is ready to move. The society is well equipped with many modern amenities, including swimming poolRead more",4794.0,4.53
4 BHK Apartment for Sale in Vesu Surat,4,Super Area,3650,New Property,Poss. by Mar '25,6,13,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,6000.0,2.19
"5 BHK Apartment for Sale in KPM Terra Prime, Piplod Surat",5,Super Area,9000,New Property,Poss. by Jul '24,7,13,Unfurnished,East,,8500.0,7.65
"5 BHK Apartment for Sale in Roongta Estella, Vesu Surat",5,Super Area,6000,New Property,Ready to Move,6,12,Unfurnished,South -West,5 BHK Luxurious Flat For Sell in Vesu With All Aminities.Contact For More Details .Read more,7300.0,4.38
"5 BHK Apartment for Sale in Expressions, VIP Road Surat",5,Carpet Area,5701,Resale,Ready to Move,7,19,Unfurnished,North,"The flat has a total of 19 floors and this property is situated on 6th floor. This 15 years old property is available for immediate possession as the project is ready to move. The society is well equipped with many modern amenities, including swimming pool, fitness centre  gym and lifts.Read more",3492.0,3.3
4 BHK Apartment for Sale in Vesu Surat,4,Super Area,3700,New Property,Poss. by Mar '25,6,13,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,6000.0,2.22
"5 BHK Apartment for Sale in Veer Supremus, Pal Surat",5,Super Area,4378,New Property,Poss. by Jul '24,8,13,Unfurnished,East,Luxurious Flat For Sell In Surat City Prime Area With All Aminities.Read more,5756.0,2.52
4 BHK Apartment for Sale in Vesu Surat,4,Super Area,2828,New Property,Ready to Move,5,12,Furnished,South -West,3.5 BHK Luxurious Flat For Sell in Vesu Prime Location With All Aminities.Read more,6012.0,1.7
"5 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",5,Carpet Area,3410,New Property,Poss. by Jun '27,5,16,Unfurnished,South - East,"AMENITIESReception FoyerBanquet 2150 Sq. Ft.Banquet Kitchen  WashGuest RoomsYoga  Meditation  Aerobics 800 Sq. Ft.MultiSport CourtIndoor Games Table Tennis, Pool Table, Carrom, Chess  Board Games 1050 Sq. Ft.Kids Play Area 1050 Sq. Ft.Toddler Zone 450 Sq. Ft.Fully Equipped Gymnasium 2300 Sq. Ft.Central LawnJogging  Walking TrackInfinity Edge Water BodyGazebo SeatingChampa Court with SeatOutsLawn Area with SeatOutsSunken GazeboRead more",7500.0,4.65
4 BHK Apartment for Sale in Vesu Surat,4,Super Area,4600,New Property,Poss. by Mar '25,6,13,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,6000.0,2.76
"3 BHK Apartment for Sale in Ambience, Vesu Surat",3,Super Area,2493,New Property,Ready to Move,5,12,Unfurnished,South -West,3 And 4 BHK Luxurious Flat For Sell In Vesu Prime Area With All Aminities .Read more,6811.0,1.69
"4 BHK Apartment for Sale in Rajhans Altezza, Vesu Surat",4,Super Area,6500,New Property,Poss. by Dec '25,7,11,Unfurnished,North - East,"5 BHK , Check out Rajhans Altezza in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Rajhans Altezza. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",7200.0,4.68
"4 BHK Apartment for Sale in Piramyd platina, Pal Surat",4,Super Area,2881,New Property,Ready to Move,6,14,Unfurnished,East,4 BHK Luxurious Flat for Sale In Pal Area With All Aminities.,6100.0,1.75
